rank_ic,date
-0.054729730540662505,2023-08-10
-0.00039863870187521055,2023-08-11
-0.07191442181828797,2023-08-14
-0.06626167452390956,2023-08-15
-0.12770235633920776,2023-08-16
-0.041284284607333806,2023-08-17
-0.028972622588706948,2023-08-18
-0.04964201675702457,2023-08-21
-0.0790658334285967,2023-08-22
-0.1244474544496641,2023-08-23
-0.059038601437261,2023-08-24
-0.0315592951480853,2023-08-25
-0.12113122454501286,2023-08-28
-0.0811484520838243,2023-08-29
-0.09063725494165911,2023-08-30
-0.09853155456603031,2023-08-31
-0.05487254247374415,2023-09-01
-0.06788431711217284,2023-09-04
-0.04290624435448831,2023-09-05
-0.07830630151868147,2023-09-06
-0.033258392191443074,2023-09-07
-0.09808344209300199,2023-09-08
-0.07405975588317813,2023-09-11
-0.11888758907924905,2023-09-12
-0.051764552862362784,2023-09-13
-0.1033808551523499,2023-09-14
-0.049566807365144926,2023-09-15
-0.04479734910455853,2023-09-18
0.015500409810992917,2023-09-19
0.03150882990423286,2023-09-20
0.0025287458823681414,2023-09-21
0.054216978041357895,2023-09-22
0.03526814926890672,2023-09-25
0.020104548858603834,2023-09-26
0.009783025586831867,2023-09-27
-0.017470592299736826,2023-09-28
0.03404316349995447,2023-10-09
-0.0011452386116685802,2023-10-10
0.049309522191780565,2023-10-11
0.0051865893119881065,2023-10-12
-0.02933149769173052,2023-10-13
0.027017273450222885,2023-10-16
0.032683169855467334,2023-10-17
0.02018306060630759,2023-10-18
0.05642692336954088,2023-10-19
0.11229884339703575,2023-10-20
0.17788343483612218,2023-10-23
0.12262069922525565,2023-10-24
0.06620088822405161,2023-10-25
0.1161308746688782,2023-10-26
0.14213601883656315,2023-10-27
0.1541477293190739,2023-10-30
0.1771720817714726,2023-10-31
0.16417458464846146,2023-11-01
0.14221702593299146,2023-11-02
0.15911301117844426,2023-11-03
0.07786514797396785,2023-11-06
0.1253844273876949,2023-11-07
0.102418271897575,2023-11-08
0.10915087480061805,2023-11-09
0.15605064730073692,2023-11-10
0.11681502938851025,2023-11-13
0.12364438240253814,2023-11-14
0.1302999680053014,2023-11-15
0.09948697155498344,2023-11-16
0.11924028625127062,2023-11-17
0.06300637760560392,2023-11-20
0.015637286437400973,2023-11-21
0.09125061584259876,2023-11-22
-0.05950544873792799,2023-11-23
-0.04697904731216353,2023-11-27
-0.02782938346545376,2023-11-28
-0.015049105833968256,2023-11-29
0.02023848402966798,2023-11-30
0.01683244970829926,2023-12-01
0.07223183529309687,2023-12-04
0.05325520152098523,2023-12-05
0.0821034499940055,2023-12-06
0.0708664856866705,2023-12-07
0.05251950215533371,2023-12-08
0.09388501005944896,2023-12-12
0.12183453291759924,2023-12-13
0.07215003253512055,2023-12-14
0.06773475479103666,2023-12-15
0.06605655067529337,2023-12-18
0.08512592616818575,2023-12-19
0.02012509442322823,2023-12-20
-0.01979934099909093,2023-12-21
-0.0869263945456482,2023-12-22
-0.10570692768642,2023-12-25
-0.08803541281121582,2023-12-26
-0.05361290856302005,2023-12-27
-0.07813119314525496,2023-12-28
-0.0029919904472750173,2023-12-29
-0.05772576503284622,2024-01-02
-0.02533954819943094,2024-01-03
-0.04265219002481237,2024-01-04
-0.10298739249627924,2024-01-05
-0.16036317532017008,2024-01-08
-0.15634402727272845,2024-01-09
-0.12755115006690393,2024-01-10
-0.08652548201427779,2024-01-11
-0.061722214258118566,2024-01-12
-0.08405772064510561,2024-01-15
-0.11487215354922443,2024-01-16
-0.05352808188062887,2024-01-17
-0.08846207228227551,2024-01-18
0.19159345070484862,2024-01-19
0.2782829061816838,2024-01-22
0.1909809112763311,2024-01-23
0.1853261363718118,2024-01-24
0.15320972431934674,2024-01-25
0.05590209551526509,2024-01-26
0.05597864884620194,2024-01-29
0.10257994941370294,2024-01-30
0.04779749499274942,2024-01-31
-0.0016635936857275332,2024-02-01
-0.05870270131217397,2024-02-02
-0.04209580802303537,2024-02-05
-0.09711247047711324,2024-02-06
0.010652533208346074,2024-02-07
-0.0006512865496924087,2024-02-08
-0.09548902709112103,2024-02-19
-0.12771785356411958,2024-02-20
-0.12191069833355875,2024-02-21
-0.18409183130690443,2024-02-22
-0.13840974030204398,2024-02-23
-0.021379083754125044,2024-02-26
0.028452263810418692,2024-02-27
0.08384029714759084,2024-02-28
0.0879779993579947,2024-02-29
0.10483466619390963,2024-03-01
0.09647056585380095,2024-03-04
0.05043893040194719,2024-03-05
0.1378119373164683,2024-03-06
0.16746325906008924,2024-03-07
0.07241287891852868,2024-03-08
0.14777663198442303,2024-03-11
0.27462545525659515,2024-03-12
0.21413790206971947,2024-03-13
0.2729773056380802,2024-03-14
0.3895963400249498,2024-03-15
0.3893942903606899,2024-03-18
0.3852114980240226,2024-03-19
0.40788373609130474,2024-03-20
0.4098306996965168,2024-03-21
0.38065556950879414,2024-03-22
0.19365488653515653,2024-03-25
0.10625269238247642,2024-03-26
-0.03140270346772011,2024-03-27
0.02214171333696365,2024-03-28
0.035125136475391935,2024-03-29
0.06004919377129458,2024-04-01
0.07161189332678727,2024-04-02
0.029411638395806287,2024-04-03
0.03871597144039499,2024-04-08
0.08522539690652187,2024-04-09
0.14475522182796643,2024-04-11
0.1500369909630107,2024-04-12
0.13810499429040562,2024-04-15
0.08288831910824254,2024-04-16
0.05930009759575667,2024-04-17
0.08622504875084669,2024-04-18
0.12513329869358375,2024-04-19
0.06573294191521363,2024-04-22
0.07418491414420803,2024-04-23
0.08803141248722188,2024-04-24
0.05930631478210184,2024-04-26
0.14297820382455398,2024-04-29
0.10852778555407404,2024-04-30
0.11608741507559518,2024-05-06
0.04231595367740722,2024-05-07
0.06814937348551064,2024-05-08
0.015162933003604386,2024-05-09
0.05939236889407973,2024-05-10
0.07780731858884089,2024-05-13
0.0789543184612062,2024-05-14
0.06333528798467718,2024-05-16
0.03501378375371391,2024-05-17
0.03174245395584632,2024-05-20
0.03808037632308116,2024-05-21
0.0024486273023710723,2024-05-22
0.03458386023547223,2024-05-23
0.05041483711652377,2024-05-24
0.03344500310453256,2024-05-27
0.029384924219072593,2024-05-28
0.04792054763732571,2024-05-29
0.041657368124856854,2024-05-30
0.07610689702868823,2024-05-31
0.1777265394230237,2024-06-03
0.19412271682730942,2024-06-04
0.234069023865392,2024-06-05
0.24528047590667254,2024-06-06
0.19399101834023852,2024-06-07
0.1893566604192894,2024-06-11
0.12519017418134606,2024-06-12
0.132587232243695,2024-06-13
0.09487206101136153,2024-06-14
0.14571533400837858,2024-06-17
0.1723865560321644,2024-06-18
0.1882427975446562,2024-06-19
0.1928340999026825,2024-06-20
0.19474621155615207,2024-06-21
0.08664263200143354,2024-06-24
0.1113162384446767,2024-06-25
0.16854444315283904,2024-06-26
0.06341681641334808,2024-06-27
0.049579813490036276,2024-06-28
0.12244650165914564,2024-07-01
0.05083306867440875,2024-07-02
-0.06634122035166935,2024-07-03
0.006344220739395788,2024-07-04
0.13243624760028097,2024-07-05
0.030195130040932616,2024-07-08
0.023850409161682587,2024-07-09
0.0762994475389153,2024-07-10
0.08783715358233565,2024-07-11
0.04906460734645715,2024-07-12
0.06166278404252526,2024-07-15
0.03586447063335684,2024-07-16
0.09113829201332393,2024-07-17
0.11939493812004096,2024-07-18
0.2128321180275189,2024-07-19
0.35164855083158464,2024-07-22
0.17806254088028467,2024-07-23
0.0658276520092817,2024-07-24
0.11672344866228558,2024-07-25
0.15115845618016563,2024-07-26
0.12300956882338986,2024-07-29
0.13559618860731257,2024-07-30
0.3794984038846786,2024-07-31
0.17525155296547734,2024-08-01
-0.025947304618872343,2024-08-02
0.09469717338799316,2024-08-05
0.05401094799741861,2024-08-06
0.05530101841136968,2024-08-07
0.12561674703812,2024-08-08
0.09636988628433121,2024-08-09
0.0889456298780001,2024-08-12
0.09142146077406946,2024-08-13
-0.07593640519514254,2024-08-14
-0.004534192091557703,2024-08-15
-0.011015690133475657,2024-08-16
-0.031945834186211323,2024-08-19
-0.010425335468469826,2024-08-20
-0.0395214472492901,2024-08-21
-0.11156306570310105,2024-08-22
-0.05918614969587663,2024-08-23
-0.12928598661524715,2024-08-26
-0.16653556845719653,2024-08-27
-0.2342185766367421,2024-08-28
-0.014039893896153703,2024-08-30
-0.1747749248574361,2024-09-02
0.0065395552467039375,2024-09-03
-0.00392107494378759,2024-09-04
-0.11469144210578701,2024-09-06
-0.09964392222463545,2024-09-09
-0.11504039418588008,2024-09-10
-0.10515779721123845,2024-09-11
-0.036353031992714765,2024-09-12
-0.10454103593727225,2024-09-13
-0.12407927071183644,2024-09-18
-0.09314271072570261,2024-09-19
-0.038717370341101835,2024-09-20
-0.021322609753070574,2024-09-23
-0.2492592868776928,2024-09-24
-0.2608382061109289,2024-09-25
-0.3260385564163644,2024-09-26
-0.08526780785853232,2024-10-08
-0.09820612058917337,2024-10-09
-0.3446496437774505,2024-10-11
-0.4473311172439211,2024-10-14
-0.3912425104452469,2024-10-15
-0.4372084476883833,2024-10-16
-0.2654889324631862,2024-10-22
-0.2779541181136376,2024-10-23
-0.25896297053526157,2024-10-24
-0.20012094348959425,2024-10-28
