,lightgbm_clf_baseline,lightgbm_reg_baseline,lightgbm_ranker
2025-06-05,-0.07174310850480638,0.04926506695175366,-0.049965834427208096
2025-06-06,-0.04777993941703807,0.05166215829789423,-0.04994154199346556
2025-06-09,-0.017134476757718158,-0.010777514224102997,-0.007473273711254234
2025-06-10,-0.03583931473360189,0.013022666949790478,-0.02784124313039244
2025-06-11,-0.031386593789815995,-0.0003432686636184025,-0.008144577242436033
2025-06-12,7.912849821932995e-05,0.05421397803429481,0.018603371987300592
2025-06-13,-0.036537644877155634,0.03955567375720225,-1.428394903578006e-05
2025-06-16,-0.042222654015478076,0.03125229209438325,-0.036830264021856865
2025-06-17,-0.04923833710421986,0.017682170534732065,-0.020111110934766658
2025-06-18,-0.06421756985413364,0.034716653956593936,-0.04092880300069967
2025-06-19,-0.12348238812955077,0.08131968316382751,-0.057038749515242314
2025-06-20,-0.16616264743639875,0.059623978101577144,-0.0943289642194945
2025-06-23,-0.12503116109028245,0.06262246227342305,-0.06706223380560036
2025-06-24,-0.11888840116920014,0.06599714910144727,-0.08234537908583844
2025-06-25,-0.11210375672138986,0.07563202592718428,-0.0540334584501684
2025-06-26,-0.09172678222851116,0.1859682476180498,-0.01773042743783273
2025-06-27,-0.112018824018606,0.13011837809899274,-0.038509899306887835
2025-06-30,-0.10839292358317579,0.07662782613016536,-0.028976116721280795
2025-07-01,-0.12226039595677259,0.10991700607332261,-0.10844454270795359
2025-07-02,-0.15121036835131024,0.09208281365950338,-0.11665700658701579
2025-07-03,-0.05774694957731729,0.09607081497324824,-0.04669850541379044
2025-07-04,-0.03494042447459431,0.16934426442806616,0.0003843354408824953
2025-07-07,-0.05492668365153551,0.1977351075845004,-0.046501912892249794
2025-07-08,-0.0905339539833859,0.07149632870423407,-0.08704176142336759
2025-07-09,-0.11477977950625115,0.11342917775256059,-0.11767368696464961
2025-07-10,-0.08879569491818558,0.07163229159762013,-0.09614040185851758
2025-07-11,-0.10830334500846839,0.056736740038733274,-0.16124646098400283
2025-07-14,-0.07633037070690532,0.13041887430982496,-0.14107975567294367
2025-07-15,-0.09696909247559056,0.13328202792626745,-0.11935764959582187
2025-07-16,-0.09275536071236935,0.10430471946805131,-0.1205046910049224
2025-07-17,-0.09075639545283812,0.04010646544755178,-0.09687987205724899
2025-07-18,-0.053244729774641994,0.11657325580533379,-0.09438098441399181
2025-07-21,-0.07724843731512614,0.12783608982631378,-0.08035201911779287
2025-07-22,-0.08223605526334837,0.10225164903411135,-0.07454752748575166
2025-07-23,-0.02903229243976374,0.11034458548988793,-0.07265451147842303
2025-07-24,-0.05455889549963321,-0.017271882068251296,-0.09417009506035233
2025-07-25,-0.13875004520491144,-0.037042042527276685,-0.11469366349964981
2025-07-28,-0.14836434771929755,-6.507573515793619e-05,-0.1456151859600072
2025-07-29,-0.10600241716973831,0.021364954064261987,-0.11906592097483935
2025-07-30,-0.02816530337735085,0.06914137231283649,-0.06854752577344779
2025-07-31,-0.10989175679809113,0.007115925569936275,-0.13486409799779955
2025-08-01,-0.1565017161081313,-0.04793298279806189,-0.18472348621381715
2025-08-04,-0.16369917209048218,-0.012967229763377918,-0.1779916477238139
2025-08-05,-0.10393218445521037,0.034009603398472754,-0.1020659880161504
2025-08-06,-0.08478385273393121,0.02884294230770511,-0.07606778840699273
2025-08-07,-0.0408753330622907,0.02336989835533305,-0.06529326042319075
2025-08-08,-0.12382241389191302,0.03817431889163835,-0.12246687847956901
2025-08-11,-0.10523581904893495,0.006046415880666172,-0.14736485868637528
2025-08-12,-0.11070872984146457,-0.017180215230486014,-0.1265994895273673
2025-08-13,-0.07374473974345744,-0.017985195412106896,-0.12948897947744284
2025-08-14,-0.13419434905901204,0.0035746684761840176,-0.1946987277513869
2025-08-15,-0.12878106427882038,0.014074060290165915,-0.1458770577609704
2025-08-18,-0.11394152486938577,0.0005036920850410194,-0.15407458219676312
2025-08-19,-0.14137675846135778,-0.005673113697936359,-0.18506863271205468
2025-08-20,-0.1394484205321979,0.018326350213219923,-0.18928209857785105
2025-08-21,0.22122564460703287,-0.09473367383284725,-0.1461003768922427
2025-08-22,0.13440225732211772,0.046065263426938466,-0.1286268198946416
2025-08-25,0.1357747921405836,0.007940710461517168,-0.07669601047480547
2025-08-26,0.11685627249784708,0.01273999994948209,-0.07511661070815862
2025-08-27,0.1060678924438792,0.01779743188788757,-0.13730634840703376
2025-08-28,0.05492948618362393,0.00045859680996214566,-0.09076293387438925
2025-08-29,0.06041817237729056,0.09330494349161358,-0.031165805523161505
2025-09-01,0.09698154808558218,0.07361727178742646,-0.08745929994086192
2025-09-02,0.23018392402841178,-0.02284910437201807,-0.2141337000227484
2025-09-03,0.24294330788788027,-0.06076135023807092,-0.2661983249265907
2025-09-04,0.19238554211691475,-0.05666809623363286,-0.2615661439614071
2025-09-05,0.14274113153160672,-0.0037174076424264773,-0.1736489785124754
