model_id,fold,feature,importance,importance_pct
double_ensemble,9,STD250,882.904267637404,23.214827234579353
double_ensemble,9,ROC250,584.8328946091781,15.37742551158085
double_ensemble,9,STD120,402.7152049791553,10.588876111502483
double_ensemble,9,MA_RATIO_250,380.260062908264,9.998447156958381
double_ensemble,9,ROC_STD_120,375.17452639657193,9.864729543575452
double_ensemble,9,MAX_RATIO_250,208.80560553204967,5.4902736748680105
double_ensemble,9,STD30,176.99892073780626,4.6539579841771515
double_ensemble,9,ATR_RATIO_60,141.15294886068745,3.7114344573516376
double_ensemble,9,TURNOVER_STD_20,140.2749491885066,3.6883485901191255
double_ensemble,9,ROC_STD_250,123.94016262691898,3.2588464777828405
double_ensemble,10,ATR_RATIO_60,613.5885643778566,18.619158143732736
double_ensemble,10,STD250,374.8635990062258,11.375121763070485
double_ensemble,10,STD60,349.71567319181094,10.612015611963821
double_ensemble,10,STD120,308.70237064518886,9.36747943504437
double_ensemble,10,STD30,280.5929676010581,8.514508159193973
double_ensemble,10,LIMIT_UP_SPACE,251.96059014733524,7.64566738413413
double_ensemble,10,ROC_STD_250,192.1738747190816,5.831457709966394
double_ensemble,10,ATR_RATIO_20,173.51739134184888,5.265332402923183
double_ensemble,10,MAX_RATIO_250,157.33935650812157,4.774414862226499
double_ensemble,10,MIN_RATIO_30,152.70240309561862,4.63370792291114
double_ensemble,11,STD250,11991.088144054509,16.640453024780978
double_ensemble,11,AMIHUD_20,11814.886012066807,16.39593115445669
double_ensemble,11,ATR_RATIO_60,8884.038713340145,12.328691700341848
double_ensemble,11,MIN_RATIO_120,8078.400521850517,11.210679363229657
double_ensemble,11,STD120,5892.873813231103,8.177747398067027
double_ensemble,11,STD60,4140.624859384619,5.746090149457657
double_ensemble,11,STD30,3681.236090899274,5.108580264595149
double_ensemble,11,AMIHUD_20_LN,3625.2778989153567,5.030925121552793
double_ensemble,11,MAX_RATIO_250,3598.8254007140345,4.99421606325724
double_ensemble,11,MIN_RATIO_60,2283.8545886314746,3.1693850083485624
double_ensemble,12,ATR_RATIO_60,14629.618332854203,24.40823098643158
double_ensemble,12,AMIHUD_20_LN,7811.480519445437,13.032767945589773
