,classification_rankic,regression_rankic,lambdarank_rankic,reg_minus_clf,rank_minus_clf
2024-06-20,0.19463865956420476,0.06606959367925802,0.1508610529886371,-0.12856906588494674,-0.043777606575567646
2024-06-21,0.18112686570389677,0.07147952222504303,0.15500397257457738,-0.10964734347885374,-0.026122893129319397
2024-06-24,0.08571255491113951,0.05061407881598358,0.10566220876717973,-0.03509847609515593,0.019949653856040223
2024-06-25,0.13768358747844164,0.07923744850649365,0.1401893447360858,-0.05844613897194799,0.0025057572576441534
2024-06-26,0.13300519519700763,0.0718832346642082,0.13592695145570508,-0.06112196053279942,0.00292175625869745
2024-06-27,0.09994685371869175,0.04508029079588084,0.1374546199271793,-0.054866562922810905,0.03750776620848756
2024-06-28,0.09212180998714785,0.07396529423585627,0.11137232598470741,-0.018156515751291583,0.01925051599755956
2024-07-01,0.14792679590374283,0.1045581853839004,0.13457946120266753,-0.043368610519842435,-0.013347334701075297
2024-07-02,0.06537932007839808,0.09788611719263682,0.134332009581918,0.032506797114238734,0.0689526895035199
2024-07-03,-0.032991902477632506,0.05794045085599228,0.06392732764924455,0.09093235333362479,0.09691923012687706
2024-07-04,-0.018313472525416805,0.1151153315340874,0.10884228013344092,0.1334288040595042,0.12715575265885773
2024-07-05,0.10238202405592872,0.14420133917133604,0.18135598669833325,0.04181931511540732,0.07897396264240453
2024-07-08,0.10006173053851718,0.13940971733234575,0.1622633417364119,0.039347986793828574,0.06220161119789473
2024-07-09,0.17445794185683797,0.1595080306202649,0.21370026124243285,-0.014949911236573077,0.03924231938559489
2024-07-10,0.19380962197008583,0.2055060004018002,0.27882959636371407,0.011696378431714366,0.08501997439362824
2024-07-11,0.18579362275545577,0.1884347607616028,0.23710460442567913,0.0026411380061470147,0.051310981670223355
2024-07-12,0.19088701812352935,0.14144955510803323,0.19387333499698864,-0.04943746301549612,0.0029863168734592938
2024-07-15,0.18817927952773567,0.1523741949831417,0.19456579196872711,-0.03580508454459397,0.006386512440991449
2024-07-16,0.19428043230727882,0.1584538827850453,0.23690308773019353,-0.03582654952223352,0.04262265542291471
2024-07-17,0.17554851487114392,0.17477942382236009,0.270393219454169,-0.0007690910487838376,0.09484470458302507
2024-07-18,0.20343221637767114,0.16526275728288203,0.25304896612709676,-0.03816945909478911,0.04961674974942562
2024-07-19,0.20527621890836595,0.13239357828136786,0.2429792418170751,-0.07288264062699809,0.03770302290870914
2024-07-22,0.2424788459902726,0.17285790616904584,0.2613279503878611,-0.06962093982122677,0.018849104397588495
2024-07-23,0.1725925733838134,0.13705365142211837,0.20069963850008868,-0.03553892196169503,0.02810706511627528
2024-07-24,0.10316969962038158,0.10146918206518964,0.10787051647484604,-0.0017005175551919466,0.004700816854464454
2024-07-25,0.11847701916774628,0.040924407756473234,0.10950417242127833,-0.07755261141127304,-0.00897284674646795
2024-07-26,0.1405502468649282,0.01514921911421212,0.11857444328120084,-0.12540102775071607,-0.02197580358372736
2024-07-29,0.08888778365075502,0.01705096306130083,0.08943332177529878,-0.07183682058945419,0.0005455381245437624
2024-07-30,0.12518110602395086,-0.03218998185623221,0.09259346234173951,-0.15737108788018306,-0.03258764368221134
2024-07-31,0.20405619210784254,0.0005772346964555863,0.1993872851989452,-0.20347895741138694,-0.004668906908897347
2024-08-01,0.1559094502478179,0.004517931001381637,0.10860409089322559,-0.15139151924643626,-0.04730535935459232
2024-08-02,-0.006938504552330917,0.014835250846296699,-0.05416430573488048,0.021773755398627616,-0.047225801182549564
2024-08-05,0.07106781762137429,0.016878183124698423,0.03006390431003549,-0.05418963449667587,-0.041003913311338805
2024-08-06,0.10992205675856175,0.00970458312698075,0.021865455360416123,-0.100217473631581,-0.08805660139814563
2024-08-07,0.03664389774976015,0.007715935399149576,-0.018508937155162438,-0.028927962350610577,-0.05515283490492259
2024-08-08,0.043254075976620954,-0.00027941357503401964,-0.012120112772541752,-0.04353348955165497,-0.05537418874916271
2024-08-09,0.04832843430442434,0.025206763135363675,0.03848307614018112,-0.023121671169060668,-0.009845358164243222
2024-08-12,0.06331638846626916,0.07393533432352817,0.07931407609762653,0.010618945857259005,0.015997687631357366
2024-08-13,0.07137655608442997,0.10621996233200905,0.1035215977530243,0.034843406247579076,0.03214504166859433
2024-08-14,0.056294726166697166,0.12948344222843905,0.04248097312614294,0.07318871606174188,-0.013813753040554225
2024-08-15,0.08345185896555582,0.12085619170624629,0.0758637645955933,0.037404332740690466,-0.0075880943699625225
2024-08-16,0.07710845196499731,0.1478641712154025,0.0372428389601438,0.07075571925040518,-0.039865613004853515
2024-08-19,0.06497657013228335,0.12332021350390508,0.03920609844027104,0.058343643371621734,-0.02577047169201231
2024-08-20,0.07375064774274796,0.17693850455691668,0.06484927223390159,0.10318785681416871,-0.00890137550884637
2024-08-21,0.1372732361873068,0.17728008388067407,0.07366800443034428,0.040006847693367265,-0.06360523175696252
2024-08-22,0.09041349878961717,0.15575192575316077,0.002134774439712992,0.0653384269635436,-0.08827872434990418
2024-08-23,0.02318469604617946,0.049007493396515174,-0.02232336346140945,0.025822797350335713,-0.04550805950758891
2024-08-26,-0.0009513376450466589,0.054811289117849625,-0.004055036493434294,0.055762626762896284,-0.003103698848387635
2024-08-27,-0.05504733610973251,-0.0026342215830107924,-0.01474553334640851,0.05241311452672172,0.040301802763324
2024-08-28,-0.1493483906216491,0.0175351797331053,-0.11794598657386411,0.1668835703547544,0.03140240404778498
2024-08-29,-0.09755010749419088,0.1123047035413032,-0.08657396008797258,0.20985481103549408,0.0109761474062183
2024-08-30,-0.11535850769525918,0.11962967273043919,-0.07913949353702342,0.23498818042569836,0.036219014158235766
2024-09-02,-0.11060313984985233,0.0942010372827714,-0.08516357431660378,0.20480417713262372,0.025439565533248554
2024-09-03,-0.153943182423789,0.03599708321257959,-0.13294167545275656,0.18994026563636857,0.021001506971032424
2024-09-04,-0.12680698421666822,0.07063511892338926,-0.146160866552801,0.1974421031400575,-0.019353882336132777
2024-09-05,-0.13053106393927594,0.07835619358218021,-0.13877719351677434,0.20888725752145615,-0.008246129577498401
2024-09-06,-0.13924524280199563,0.08627452538505695,-0.10787527230149677,0.22551976818705258,0.03136997050049886
2024-09-09,-0.10814825063766718,0.09456983165016282,-0.10435472426601887,0.20271808228783,0.0037935263716483147
2024-09-10,-0.12896910165673706,0.09140529322127387,-0.13060253565089525,0.22037439487801092,-0.00163343399415819
2024-09-11,-0.14525317890552644,0.051644905864064256,-0.12570512226341204,0.1968980847695907,0.019548056642114398
2024-09-12,-0.13962456592874042,0.06346817242701022,-0.11170063374209714,0.20309273835575065,0.027923932186643283
2024-09-13,-0.1576100261893157,0.06256555760187724,-0.12760837115770426,0.22017558379119292,0.030001655031611424
